date,date_string,last_transaction_price,max_price,min_price,avg_price,percentage,profit,total_profit,company_code,scaled
2016-12-06,06.12.2016,2951.0,"2.960,00","2.951,00","2.953,06","-0,23",506,1.494.250,KMB,0.023584566029584707
2016-12-07,07.12.2016,2955.0,"2.960,00","2.951,00","2.955,06","0,07",190,561.462,KMB,0.023616566797603142
2016-12-09,09.12.2016,2960.0,"2.960,00","2.940,00","2.952,89","-0,07",509,1.503.020,KMB,0.02365656775762618
2016-12-12,12.12.2016,2970.0,"2.970,00","2.940,00","2.946,77","-0,21",458,1.349.620,KMB,0.023736569677672265
2016-12-14,14.12.2016,2900.0,"2.900,00","2.860,00","2.895,11","-1,75",1.171,3.390.168,KMB,0.023176556237349696
2016-12-15,15.12.2016,2850.0,"2.850,00","2.850,00","2.850,00","-1,56",80,228.000,KMB,0.02277654663711929
2016-12-16,16.12.2016,2765.0,"2.850,00","2.765,00","2.810,98","-1,37",574,1.613.505,KMB,0.022096530316727602
2016-12-19,19.12.2016,2790.0,"2.790,00","2.790,00","2.790,00","-0,75",82,228.780,KMB,0.022296535116842802
2016-12-20,20.12.2016,2800.0,"2.800,00","2.790,00","2.795,56","0,20",198,553.520,KMB,0.022376537036888883
2016-12-21,21.12.2016,2860.0,"2.860,00","2.860,00","2.860,00","2,31",10,28.600,KMB,0.02285654855716537
2016-12-22,22.12.2016,2870.0,"2.870,00","2.860,00","2.864,00","0,14",50,143.200,KMB,0.02293655047721145
2016-12-23,23.12.2016,2850.0,"2.851,00","2.850,00","2.850,97","-0,45",351,1.000.690,KMB,0.02277654663711929
2016-12-26,26.12.2016,2860.0,"2.860,00","2.851,00","2.851,34","0,01",461,1.314.470,KMB,0.02285654855716537
2016-12-27,27.12.2016,2861.0,"2.889,00","2.861,00","2.864,39","0,46",455,1.303.297,KMB,0.022864548749169978
2016-12-28,28.12.2016,2850.0,"2.861,00","2.850,00","2.851,89","-0,44",1.298,3.701.759,KMB,0.02277654663711929
2016-12-29,29.12.2016,2880.0,"2.880,00","2.850,00","2.854,47","0,09",275,784.980,KMB,0.02301655239725753
2017-01-03,03.1.2017,2860.0,"2.860,00","2.856,00","2.859,20","0,17",200,571.840,KMB,0.02285654855716537
2017-01-04,04.1.2017,2860.0,"2.860,00","2.860,00","2.860,00","0,03",25,71.500,KMB,0.02285654855716537
2017-01-10,10.1.2017,2945.0,"2.945,00","2.945,00","2.945,00","2,97",349,1.027.805,KMB,0.02353656487755706
2017-01-11,11.1.2017,2905.0,"2.960,00","2.905,00","2.950,83","0,20",398,1.174.431,KMB,0.023216557197372735
2017-01-12,12.1.2017,2950.0,"2.950,00","2.950,00","2.950,00","-0,03",346,1.020.700,KMB,0.0235765658375801
2017-01-13,13.1.2017,2950.0,"2.950,00","2.950,00","2.950,00","0,00",524,1.545.800,KMB,0.0235765658375801
2017-01-16,16.1.2017,3000.0,"3.000,00","2.974,00","2.987,29","1,26",897,2.679.602,KMB,0.023976575437810507
2017-01-17,17.1.2017,3000.0,"3.080,00","2.999,00","3.000,49","0,44",1.895,5.685.920,KMB,0.023976575437810507
2017-01-18,18.1.2017,2999.0,"3.000,00","2.980,00","2.997,91","-0,09",401,1.202.160,KMB,0.0239685752458059
2017-01-20,20.1.2017,2980.0,"2.980,00","2.952,00","2.977,56","-0,68",688,2.048.560,KMB,0.023816571597718345
2017-01-23,23.1.2017,2979.0,"2.985,00","2.970,00","2.977,19","-0,01",1.132,3.370.182,KMB,0.023808571405713738
2017-01-24,24.1.2017,2998.0,"2.998,00","2.980,00","2.983,96","0,23",842,2.512.496,KMB,0.02396057505380129
2017-01-25,25.1.2017,3000.0,"3.005,00","2.999,00","3.000,04","0,54",4.177,12.531.180,KMB,0.023976575437810507
2017-01-26,26.1.2017,2999.0,"3.000,00","2.999,00","2.999,66","-0,01",615,1.844.790,KMB,0.0239685752458059
2017-01-27,27.1.2017,2999.0,"3.000,00","2.970,00","2.997,68","-0,07",1.934,5.797.515,KMB,0.0239685752458059
2017-01-30,30.1.2017,2995.0,"2.999,00","2.995,00","2.995,86","-0,06",757,2.267.867,KMB,0.023936574477787464
2017-01-31,31.1.2017,2969.0,"2.980,00","2.950,00","2.978,04","-0,59",535,1.593.250,KMB,0.023728569485667653
2017-02-01,01.2.2017,2900.0,"2.950,00","2.900,00","2.906,64","-2,40",123,357.517,KMB,0.023176556237349696
2017-02-02,02.2.2017,2998.0,"2.998,00","2.910,00","2.975,30","2,36",2.110,6.277.877,KMB,0.02396057505380129
2017-02-03,03.2.2017,2989.0,"2.990,00","2.989,00","2.989,59","0,48",435,1.300.470,KMB,0.023888573325759818
2017-02-06,06.2.2017,2980.0,"2.989,00","2.961,00","2.985,80","-0,13",167,498.629,KMB,0.023816571597718345
2017-02-07,07.2.2017,2950.0,"2.975,00","2.950,00","2.970,31","-0,52",777,2.307.933,KMB,0.0235765658375801
2017-02-08,08.2.2017,2980.0,"2.980,00","2.950,00","2.978,20","0,27",600,1.786.920,KMB,0.023816571597718345
2017-02-09,09.2.2017,2979.0,"2.979,00","2.950,00","2.976,85","-0,05",108,321.500,KMB,0.023808571405713738
2017-02-10,10.2.2017,2970.0,"2.979,00","2.970,00","2.973,50","-0,11",400,1.189.400,KMB,0.023736569677672265
2017-02-13,13.2.2017,2999.0,"2.999,00","2.976,00","2.982,92","0,32",4.218,12.581.936,KMB,0.0239685752458059
2017-02-14,14.2.2017,2980.0,"2.999,00","2.977,00","2.980,05","-0,10",775,2.309.540,KMB,0.023816571597718345
2017-02-15,15.2.2017,2950.0,"2.980,00","2.950,00","2.972,29","-0,26",909,2.701.810,KMB,0.0235765658375801
2017-02-16,16.2.2017,2970.0,"2.970,00","2.950,00","2.960,12","-0,41",248,734.110,KMB,0.023736569677672265
2017-02-17,17.2.2017,2950.0,"2.951,00","2.949,00","2.949,89","-0,35",284,837.770,KMB,0.0235765658375801
2017-02-20,20.2.2017,2935.0,"2.935,00","2.935,00","2.935,00","-0,50",643,1.887.205,KMB,0.02345656295751098
2017-02-21,21.2.2017,2935.0,"2.940,00","2.935,00","2.935,49","0,02",1.021,2.997.131,KMB,0.02345656295751098
2017-02-22,22.2.2017,2960.0,"2.960,00","2.935,00","2.944,94","0,32",6.328,18.635.586,KMB,0.02365656775762618
2017-02-23,23.2.2017,2951.0,"2.970,00","2.950,00","2.958,66","0,47",641,1.896.500,KMB,0.023584566029584707
2017-02-24,24.2.2017,2985.0,"2.985,00","2.985,00","2.985,00","0,89",669,1.996.965,KMB,0.023856572557741384
2017-02-27,27.2.2017,2970.0,"2.970,00","2.970,00","2.970,00","-0,50",46,136.620,KMB,0.023736569677672265
2017-02-28,28.2.2017,2970.0,"2.980,00","2.970,00","2.970,82","0,03",1.949,5.790.130,KMB,0.023736569677672265
2017-03-01,01.3.2017,2970.0,"2.970,00","2.969,00","2.969,80","-0,03",502,1.490.838,KMB,0.023736569677672265
2017-03-02,02.3.2017,2970.0,"2.970,00","2.970,00","2.970,00","0,01",607,1.802.790,KMB,0.023736569677672265
2017-03-03,03.3.2017,2900.0,"2.950,00","2.900,00","2.930,59","-1,33",816,2.391.365,KMB,0.023176556237349696
2017-03-06,06.3.2017,2900.0,"2.900,00","2.900,00","2.900,00","-1,04",571,1.655.900,KMB,0.023176556237349696
2017-03-07,07.3.2017,2880.0,"2.900,00","2.880,00","2.881,10","-0,65",272,783.660,KMB,0.02301655239725753
2017-03-08,08.3.2017,2861.0,"2.862,00","2.861,00","2.861,08","-0,69",1.090,3.118.580,KMB,0.022864548749169978
2017-03-09,09.3.2017,2802.0,"2.851,00","2.801,00","2.823,21","-1,32",904,2.552.185,KMB,0.0223925374208981
2017-03-10,10.3.2017,2750.0,"2.800,00","2.750,00","2.761,91","-2,17",645,1.781.435,KMB,0.02197652743665848
2017-03-13,13.3.2017,2750.0,"2.760,00","2.749,00","2.750,58","-0,41",1.241,3.413.465,KMB,0.02197652743665848
2017-03-14,14.3.2017,2798.0,"2.798,00","2.750,00","2.757,00","0,23",202,556.915,KMB,0.022360536652879667
2017-03-15,15.3.2017,2848.0,"2.848,00","2.800,00","2.826,27","2,51",446,1.260.516,KMB,0.022760546253110074
2017-03-16,16.3.2017,2850.0,"2.850,00","2.800,00","2.823,75","-0,09",204,576.045,KMB,0.02277654663711929
2017-03-17,17.3.2017,2849.0,"2.850,00","2.849,00","2.849,40","0,91",40,113.976,KMB,0.022768546445114682
2017-03-20,20.3.2017,2850.0,"2.850,00","2.850,00","2.850,00","0,02",55,156.750,KMB,0.02277654663711929
2017-03-21,21.3.2017,2850.0,"2.850,00","2.850,00","2.850,00","0,00",2.608,7.432.800,KMB,0.02277654663711929
2017-03-22,22.3.2017,2850.0,"2.850,00","2.850,00","2.850,00","0,00",372,1.060.200,KMB,0.02277654663711929
2017-03-23,23.3.2017,2830.0,"2.849,00","2.825,00","2.829,89","-0,71",1.218,3.446.810,KMB,0.022616542797027128
2017-03-24,24.3.2017,2810.0,"2.829,00","2.810,00","2.813,41","-0,58",590,1.659.912,KMB,0.022456538956934967
2017-03-27,27.3.2017,2810.0,"2.829,00","2.810,00","2.810,28","-0,11",203,570.487,KMB,0.022456538956934967
2017-03-28,28.3.2017,2800.0,"2.828,00","2.800,00","2.800,75","-0,34",607,1.700.054,KMB,0.022376537036888883
2017-03-29,29.3.2017,2800.0,"2.800,00","2.800,00","2.800,00","-0,03",267,747.600,KMB,0.022376537036888883
2017-03-30,30.3.2017,2770.0,"2.800,00","2.770,00","2.787,68","-0,44",1.329,3.704.830,KMB,0.02213653127675064
2017-03-31,31.3.2017,2800.0,"2.800,00","2.790,00","2.799,93","0,44",1.596,4.468.690,KMB,0.022376537036888883
2017-04-03,03.4.2017,2800.0,"2.800,00","2.799,00","2.799,77","-0,01",613,1.716.260,KMB,0.022376537036888883
2017-04-04,04.4.2017,2800.0,"2.800,00","2.800,00","2.800,00","0,01",458,1.282.400,KMB,0.022376537036888883
2017-04-05,05.4.2017,2800.0,"2.800,00","2.800,00","2.800,00","0,00",173,484.400,KMB,0.022376537036888883
2017-04-06,06.4.2017,2800.0,"2.800,00","2.800,00","2.800,00","0,00",202,565.600,KMB,0.022376537036888883
2017-04-07,07.4.2017,2799.0,"2.800,00","2.799,00","2.799,63","-0,01",843,2.360.085,KMB,0.022368536844884275
2017-04-10,10.4.2017,2764.0,"2.800,00","2.764,00","2.778,92","-0,74",857,2.381.536,KMB,0.02208853012472299
2017-04-11,11.4.2017,2769.0,"2.770,00","2.768,00","2.769,59","-0,34",1.212,3.356.747,KMB,0.022128531084746033
2017-04-12,12.4.2017,2763.0,"2.768,00","2.763,00","2.766,18","-0,12",56,154.906,KMB,0.022080529932718383
2017-04-13,13.4.2017,2752.0,"2.764,00","2.700,00","2.749,69","-0,60",355,976.140,KMB,0.021992527820667695
2017-04-18,18.4.2017,2750.0,"2.754,00","2.700,00","2.724,23","-0,93",853,2.323.766,KMB,0.02197652743665848
2017-04-21,21.4.2017,2550.0,"2.550,00","2.550,00","2.550,00","-6,40",75,191.250,KMB,0.020376489035736856
2017-04-24,24.4.2017,2540.0,"2.550,00","2.540,00","2.549,04","-0,04",83,211.570,KMB,0.020296487115690775
2017-04-25,25.4.2017,2502.0,"2.502,00","2.500,00","2.501,33","-1,87",225,562.800,KMB,0.019992479819515668
2017-04-26,26.4.2017,2502.0,"2.502,00","2.501,00","2.501,49","0,01",195,487.790,KMB,0.019992479819515668
2017-04-27,27.4.2017,2520.0,"2.520,00","2.502,00","2.515,40","0,56",403,1.013.706,KMB,0.020136483275598614
2017-04-28,28.4.2017,2504.0,"2.504,00","2.501,00","2.501,78","-0,54",849,2.124.009,KMB,0.020008480203524883
2017-05-02,02.5.2017,2505.0,"2.505,00","2.505,00","2.505,00","0,13",50,125.250,KMB,0.02001648039552949
2017-05-04,04.5.2017,2507.0,"2.507,00","2.507,00","2.507,00","0,08",60,150.420,KMB,0.02003248077953871
2017-05-08,08.5.2017,2510.0,"2.530,00","2.510,00","2.510,01","0,12",18.145,45.544.180,KMB,0.020056481355552533
2017-05-09,09.5.2017,2510.0,"2.512,00","2.510,00","2.510,76","0,03",8.500,21.341.500,KMB,0.020056481355552533
2017-05-10,10.5.2017,2699.0,"2.699,00","2.699,00","2.699,00","7,50",15,40.485,KMB,0.021568517644423465
2017-05-12,12.5.2017,2600.0,"2.600,00","2.600,00","2.600,00","-3,67",490,1.274.000,KMB,0.020776498635967262
2017-05-15,15.5.2017,2600.0,"2.600,00","2.600,00","2.600,00","0,00",117,304.200,KMB,0.020776498635967262
2017-05-17,17.5.2017,2600.0,"2.600,00","2.590,00","2.593,87","-0,24",486,1.260.620,KMB,0.020776498635967262
2017-05-18,18.5.2017,2670.0,"2.671,00","2.600,00","2.628,37","1,33",715,1.879.288,KMB,0.02133651207628983
2017-05-19,19.5.2017,2730.0,"2.730,00","2.698,00","2.707,74","3,02",676,1.830.433,KMB,0.021816523596566318
2017-05-22,22.5.2017,2700.0,"2.730,00","2.700,00","2.710,51","0,10",369,1.000.180,KMB,0.021576517836428073
2017-05-23,23.5.2017,2700.0,"2.700,00","2.700,00","2.700,00","-0,39",50,135.000,KMB,0.021576517836428073
2017-05-25,25.5.2017,2700.0,"2.700,00","2.700,00","2.700,00","0,00",475,1.282.500,KMB,0.021576517836428073
2017-05-26,26.5.2017,2700.0,"2.700,00","2.680,00","2.688,90","-0,41",646,1.737.029,KMB,0.021576517836428073
2017-05-29,29.5.2017,2700.0,"2.700,00","2.680,00","2.696,90","0,30",232,625.680,KMB,0.021576517836428073
2017-05-30,30.5.2017,2700.0,"2.700,00","2.700,00","2.700,00","0,11",140,378.000,KMB,0.021576517836428073
2017-05-31,31.5.2017,2700.0,"2.720,00","2.680,00","2.706,08","0,23",492,1.331.390,KMB,0.021576517836428073
2017-06-01,01.6.2017,2740.0,"2.787,00","2.690,00","2.730,09","0,89",332,906.390,KMB,0.0218965255166124
2017-06-05,05.6.2017,2700.0,"2.739,00","2.700,00","2.700,31","-1,09",1.713,4.625.630,KMB,0.021576517836428073
2017-06-06,06.6.2017,2690.0,"2.700,00","2.690,00","2.698,76","-0,06",328,885.192,KMB,0.021496515916381992
2017-06-07,07.6.2017,2697.0,"2.698,00","2.697,00","2.697,24","-0,06",85,229.265,KMB,0.02155251726041425
2017-06-08,08.6.2017,2681.0,"2.681,00","2.670,00","2.671,73","-0,95",266,710.680,KMB,0.02142451418834052
2017-06-09,09.6.2017,2690.0,"2.690,00","2.651,00","2.677,04","0,20",565,1.512.529,KMB,0.021496515916381992
2017-06-12,12.6.2017,2690.0,"2.699,00","2.652,00","2.688,12","0,41",828,2.225.764,KMB,0.021496515916381992
2017-06-13,13.6.2017,2700.0,"2.710,00","2.700,00","2.701,59","0,50",1.260,3.404.000,KMB,0.021576517836428073
2017-06-14,14.6.2017,2700.0,"2.700,00","2.700,00","2.700,00","-0,06",400,1.080.000,KMB,0.021576517836428073
2017-06-15,15.6.2017,2695.0,"2.700,00","2.695,00","2.699,74","-0,01",190,512.950,KMB,0.021536516876405034
2017-06-16,16.6.2017,2660.0,"2.695,00","2.660,00","2.674,00","-0,95",50,133.700,KMB,0.02125651015624375
2017-06-19,19.6.2017,2695.0,"2.695,00","2.660,00","2.689,01","0,56",181,486.710,KMB,0.021536516876405034
2017-06-20,20.6.2017,2687.0,"2.689,00","2.650,00","2.665,21","-0,89",423,1.127.382,KMB,0.02147251534036817
2017-06-21,21.6.2017,2601.0,"2.670,00","2.601,00","2.658,23","-0,26",667,1.773.040,KMB,0.02078449882797187
2017-06-22,22.6.2017,2600.0,"2.650,00","2.600,00","2.601,78","-2,12",2.074,5.396.100,KMB,0.020776498635967262
2017-06-23,23.6.2017,2600.0,"2.600,00","2.600,00","2.600,00","-0,07",919,2.389.400,KMB,0.020776498635967262
2017-06-27,27.6.2017,2600.0,"2.600,00","2.599,00","2.599,99","0,00",210,545.997,KMB,0.020776498635967262
2017-06-28,28.6.2017,2600.0,"2.600,00","2.600,00","2.600,00","0,00",384,998.400,KMB,0.020776498635967262
2017-06-29,29.6.2017,2605.0,"2.659,00","2.605,00","2.610,40","0,40",100,261.040,KMB,0.020816499595990304
2017-06-30,30.6.2017,2659.0,"2.660,00","2.610,00","2.656,48","1,77",145,385.190,KMB,0.021248509964239142
2017-07-03,03.7.2017,2650.0,"2.650,00","2.650,00","2.650,00","-0,24",50,132.500,KMB,0.02117650823619767
2017-07-04,04.7.2017,2610.0,"2.650,00","2.610,00","2.632,49","-0,66",297,781.850,KMB,0.020856500556013343
2017-07-05,05.7.2017,2630.0,"2.630,00","2.610,00","2.620,69","-0,45",561,1.470.205,KMB,0.021016504396105504
2017-07-06,06.7.2017,2630.0,"2.630,00","2.605,00","2.610,60","-0,39",199,519.510,KMB,0.021016504396105504
2017-07-07,07.7.2017,2610.0,"2.630,00","2.610,00","2.611,91","0,05",230,600.740,KMB,0.020856500556013343
2017-07-10,10.7.2017,2630.0,"2.630,00","2.610,00","2.616,68","0,18",575,1.504.590,KMB,0.021016504396105504
2017-07-11,11.7.2017,2670.0,"2.670,00","2.625,00","2.646,15","1,13",454,1.201.350,KMB,0.02133651207628983
2017-07-12,12.7.2017,2696.0,"2.699,00","2.661,00","2.697,04","1,92",667,1.798.925,KMB,0.02154451706840964
2017-07-13,13.7.2017,2671.0,"2.700,00","2.671,00","2.697,53","0,02",2.178,5.875.210,KMB,0.021344512268294438
2017-07-14,14.7.2017,2698.0,"2.699,00","2.698,00","2.698,43","0,03",35,94.445,KMB,0.021560517452418857
2017-07-17,17.7.2017,2698.0,"2.698,00","2.698,00","2.698,00","-0,02",105,283.290,KMB,0.021560517452418857
2017-07-18,18.7.2017,2680.0,"2.690,00","2.661,00","2.681,08","-0,63",339,908.885,KMB,0.02141651399633591
2017-07-19,19.7.2017,2698.0,"2.699,00","2.698,00","2.698,78","0,66",92,248.288,KMB,0.021560517452418857
2017-07-20,20.7.2017,2802.0,"2.802,00","2.689,00","2.717,34","0,69",722,1.961.921,KMB,0.0223925374208981
2017-07-21,21.7.2017,2800.0,"2.850,00","2.800,00","2.803,59","3,17",769,2.155.960,KMB,0.022376537036888883
2017-07-24,24.7.2017,2844.0,"2.848,00","2.800,00","2.838,61","1,25",721,2.046.636,KMB,0.02272854548509164
2017-07-25,25.7.2017,2754.0,"2.800,00","2.754,00","2.789,36","-1,74",435,1.213.370,KMB,0.02200852820467691
2017-07-26,26.7.2017,2710.0,"2.750,00","2.710,00","2.724,08","-2,34",213,580.230,KMB,0.021656519756474153
2017-07-27,27.7.2017,2650.0,"2.705,00","2.650,00","2.692,61","-1,16",1.187,3.196.130,KMB,0.02117650823619767
2017-07-28,28.7.2017,2680.0,"2.685,00","2.620,00","2.646,41","-1,72",206,545.160,KMB,0.02141651399633591
2017-07-31,31.7.2017,2680.0,"2.680,00","2.650,00","2.651,96","0,21",1.070,2.837.600,KMB,0.02141651399633591
2017-08-01,01.8.2017,2651.0,"2.651,00","2.650,00","2.650,23","-0,07",1.600,4.240.372,KMB,0.021184508428202277
2017-08-03,03.8.2017,2700.0,"2.701,00","2.656,00","2.699,58","1,86",3.042,8.212.120,KMB,0.021576517836428073
2017-08-04,04.8.2017,2700.0,"2.700,00","2.699,00","2.699,99","0,02",1.241,3.350.690,KMB,0.021576517836428073
2017-08-07,07.8.2017,2700.0,"2.701,00","2.700,00","2.700,12","0,00",1.430,3.861.175,KMB,0.021576517836428073
2017-08-08,08.8.2017,2700.0,"2.701,00","2.666,00","2.699,49","-0,02",1.150,3.104.411,KMB,0.021576517836428073
2017-08-09,09.8.2017,2700.0,"2.700,00","2.700,00","2.700,00","0,02",1.263,3.410.100,KMB,0.021576517836428073
2017-08-10,10.8.2017,2750.0,"2.750,00","2.700,00","2.713,04","0,48",1.150,3.120.000,KMB,0.02197652743665848
2017-08-11,11.8.2017,2750.0,"2.750,00","2.701,00","2.744,02","1,14",123,337.515,KMB,0.02197652743665848
2017-08-14,14.8.2017,2751.0,"2.751,00","2.750,00","2.750,11","0,22",2.283,6.278.495,KMB,0.021984527628663087
2017-08-15,15.8.2017,2761.0,"2.762,00","2.754,00","2.758,67","0,31",463,1.277.262,KMB,0.022064529548709168
2017-08-16,16.8.2017,2790.0,"2.799,00","2.780,00","2.788,34","1,08",106,295.564,KMB,0.022296535116842802
2017-08-17,17.8.2017,2800.0,"2.801,00","2.790,00","2.797,87","0,34",305,853.351,KMB,0.022376537036888883
2017-08-18,18.8.2017,2850.0,"2.880,00","2.800,00","2.850,55","1,88",1.342,3.825.442,KMB,0.02277654663711929
2017-08-21,21.8.2017,2850.0,"2.852,00","2.850,00","2.850,55","0,00",679,1.935.526,KMB,0.02277654663711929
2017-08-22,22.8.2017,2868.0,"2.900,00","2.850,00","2.879,30","1,01",621,1.788.047,KMB,0.022920550093202235
2017-08-23,23.8.2017,2950.0,"2.950,00","2.949,00","2.949,93","2,45",667,1.967.600,KMB,0.0235765658375801
2017-08-25,25.8.2017,2930.0,"2.930,00","2.900,00","2.920,47","-1,00",455,1.328.815,KMB,0.02341656199748794
2017-08-29,29.8.2017,2920.0,"2.920,00","2.900,00","2.902,99","-0,60",408,1.184.420,KMB,0.023336560077441858
2017-08-30,30.8.2017,2944.0,"2.949,00","2.901,00","2.944,55","1,43",4.144,12.202.201,KMB,0.023528564685552453
2017-08-31,31.8.2017,2938.0,"2.939,00","2.930,00","2.934,86","-0,33",220,645.670,KMB,0.023480563533524804
2017-09-01,01.9.2017,2902.0,"2.930,00","2.902,00","2.907,93","-0,92",86,250.082,KMB,0.023192556621358912
2017-09-04,04.9.2017,2901.0,"2.901,00","2.900,00","2.900,35","-0,26",395,1.145.640,KMB,0.023184556429354304
2017-09-05,05.9.2017,2920.0,"2.939,00","2.920,00","2.936,96","1,26",1.706,5.010.453,KMB,0.023336560077441858
2017-09-06,06.9.2017,2939.0,"2.939,00","2.930,00","2.938,23","0,04",1.500,4.407.345,KMB,0.02348856372552941
2017-09-07,07.9.2017,2938.0,"2.939,00","2.910,00","2.932,76","-0,19",546,1.601.285,KMB,0.023480563533524804
2017-09-11,11.9.2017,2910.0,"2.929,00","2.910,00","2.913,15","-0,67",181,527.280,KMB,0.023256558157395777
2017-09-12,12.9.2017,2880.0,"2.919,00","2.880,00","2.897,31","-0,54",2.192,6.350.910,KMB,0.02301655239725753
2017-09-13,13.9.2017,2880.0,"2.900,00","2.880,00","2.885,38","-0,41",629,1.814.902,KMB,0.02301655239725753
2017-09-14,14.9.2017,2880.0,"2.899,00","2.880,00","2.888,77","0,12",290,837.744,KMB,0.02301655239725753
2017-09-15,15.9.2017,2880.0,"2.880,00","2.880,00","2.880,00","-0,30",339,976.320,KMB,0.02301655239725753
2017-09-18,18.9.2017,2879.0,"2.879,00","2.875,00","2.878,83","-0,04",1.025,2.950.798,KMB,0.023008552205252924
2017-09-19,19.9.2017,2870.0,"2.870,00","2.870,00","2.870,00","-0,31",1.062,3.047.940,KMB,0.02293655047721145
2017-09-20,20.9.2017,2939.0,"2.939,00","2.878,00","2.912,88","1,49",2.131,6.207.348,KMB,0.02348856372552941
2017-09-21,21.9.2017,2930.0,"2.939,00","2.930,00","2.930,03","0,59",1.343,3.935.035,KMB,0.02341656199748794
2017-09-22,22.9.2017,2910.0,"2.930,00","2.875,00","2.883,30","-1,59",1.660,4.786.285,KMB,0.023256558157395777
2017-09-25,25.9.2017,2851.0,"2.900,00","2.851,00","2.874,89","-0,29",2.170,6.238.515,KMB,0.022784546829123897
2017-09-26,26.9.2017,2869.0,"2.870,00","2.856,00","2.867,16","-0,27",744,2.133.166,KMB,0.022928550285206843
2017-09-27,27.9.2017,2870.0,"2.870,00","2.868,00","2.869,29","0,07",924,2.651.228,KMB,0.02293655047721145
2017-09-28,28.9.2017,2877.0,"2.880,00","2.876,00","2.877,34","0,28",590,1.697.630,KMB,0.02299255182124371
2017-09-29,29.9.2017,2870.0,"2.870,00","2.861,00","2.865,21","-0,42",1.270,3.638.822,KMB,0.02293655047721145
2017-10-02,02.10.2017,2850.0,"2.869,00","2.850,00","2.854,12","-0,39",448,1.278.648,KMB,0.02277654663711929
2017-10-03,03.10.2017,2811.0,"2.850,00","2.811,00","2.826,82","-0,96",458,1.294.685,KMB,0.022464539148939575
2017-10-04,04.10.2017,2745.0,"2.810,00","2.745,00","2.788,74","-1,35",445,1.240.990,KMB,0.021936526476635437
2017-10-05,05.10.2017,2780.0,"2.780,00","2.750,00","2.757,16","-1,13",425,1.171.791,KMB,0.02221653319679672
2017-10-06,06.10.2017,2801.0,"2.835,00","2.789,00","2.797,11","1,45",651,1.820.919,KMB,0.022384537228893494
2017-10-09,09.10.2017,2830.0,"2.848,00","2.803,00","2.829,06","1,14",726,2.053.897,KMB,0.022616542797027128
2017-10-10,10.10.2017,2830.0,"2.830,00","2.810,00","2.829,88","0,03",987,2.793.090,KMB,0.022616542797027128
2017-10-12,12.10.2017,2825.0,"2.830,00","2.800,00","2.805,42","-0,86",5.715,16.032.970,KMB,0.022576541837004086
2017-10-13,13.10.2017,2824.0,"2.824,00","2.820,00","2.823,36","0,64",438,1.236.632,KMB,0.02256854164499948
2017-10-16,16.10.2017,2830.0,"2.850,00","2.825,00","2.831,46","0,29",512,1.449.705,KMB,0.022616542797027128
2017-10-17,17.10.2017,2830.0,"2.831,00","2.829,00","2.829,75","-0,06",280,792.330,KMB,0.022616542797027128
2017-10-18,18.10.2017,2801.0,"2.830,00","2.801,00","2.807,71","-0,78",1.180,3.313.095,KMB,0.022384537228893494
2017-10-19,19.10.2017,2800.0,"2.801,00","2.800,00","2.800,18","-0,27",2.367,6.628.033,KMB,0.022376537036888883
2017-10-20,20.10.2017,2800.0,"2.800,00","2.800,00","2.800,00","-0,01",204,571.200,KMB,0.022376537036888883
2017-10-24,24.10.2017,2850.0,"2.850,00","2.801,00","2.839,79","1,42",902,2.561.492,KMB,0.02277654663711929
2017-10-25,25.10.2017,2755.0,"2.755,00","2.755,00","2.755,00","-2,99",100,275.500,KMB,0.022016528396681518
2017-10-26,26.10.2017,2830.0,"2.835,00","2.758,00","2.831,42","2,77",165,467.185,KMB,0.022616542797027128
2017-10-27,27.10.2017,2800.0,"2.800,00","2.800,00","2.800,00","-1,11",30,84.000,KMB,0.022376537036888883
2017-10-30,30.10.2017,2800.0,"2.800,00","2.763,00","2.787,77","-0,44",180,501.799,KMB,0.022376537036888883
2017-10-31,31.10.2017,2800.0,"2.800,00","2.800,00","2.800,00","0,44",169,473.200,KMB,0.022376537036888883
2017-11-01,01.11.2017,2760.0,"2.791,00","2.755,00","2.764,42","-1,27",199,550.120,KMB,0.02205652935670456
2017-11-02,02.11.2017,2750.0,"2.760,00","2.750,00","2.752,23","-0,44",650,1.788.947,KMB,0.02197652743665848
2017-11-03,03.11.2017,2749.0,"2.750,00","2.749,00","2.749,89","-0,09",271,745.220,KMB,0.02196852724465387
2017-11-06,06.11.2017,2711.0,"2.749,00","2.711,00","2.734,00","-0,58",184,503.056,KMB,0.02166451994847876
2017-11-07,07.11.2017,2700.0,"2.711,00","2.700,00","2.705,73","-1,03",707,1.912.949,KMB,0.021576517836428073
2017-11-08,08.11.2017,2700.0,"2.700,00","2.700,00","2.700,00","-0,21",175,472.500,KMB,0.021576517836428073
2017-11-09,09.11.2017,2712.0,"2.712,00","2.712,00","2.712,00","0,44",74,200.688,KMB,0.021672520140483372
2017-11-10,10.11.2017,2713.0,"2.713,00","2.713,00","2.713,00","0,04",143,387.959,KMB,0.02168052033248798
2017-11-13,13.11.2017,2720.0,"2.720,00","2.720,00","2.720,00","0,26",40,108.800,KMB,0.021736521676520234
2017-11-14,14.11.2017,2720.0,"2.730,00","2.715,00","2.721,63","0,06",4.151,11.297.488,KMB,0.021736521676520234
