date,last_transaction_price,max_price,min_price,avg_price,percentage,profit,total_profit,company_code
08.7.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.7.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.7.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
03.7.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
02.7.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
01.7.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
28.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.6.2024,"607,00","607,00","607,00","607,00","0,00",23.0,13.961,MZPU
25.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
24.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
17.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
11.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
10.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
06.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
03.6.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
31.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
30.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
28.5.2024,"607,00","607,00","607,00","607,00","0,00",19.0,11.533,MZPU
27.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
23.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
21.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
17.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
16.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
10.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
09.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
02.5.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
30.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.4.2024,"607,00","607,00","607,00","607,00","0,00",37.0,22.459,MZPU
26.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
23.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
17.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
16.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
11.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
09.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
08.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
03.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
02.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
01.4.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
28.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
21.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
11.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
08.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
06.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
04.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
01.3.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
28.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
27.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
23.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
21.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
20.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
19.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
16.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
14.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
13.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
09.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
08.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
07.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
06.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
02.2.2024,"607,00","607,00","607,00","607,00","0,00",24.0,14.568,MZPU
01.2.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
31.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
30.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
29.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
26.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
25.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
24.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
23.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
22.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
18.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
17.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
16.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
15.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
12.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
11.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
10.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
09.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
05.1.2024,"607,00",,,"607,00","0,00",0.0,0.0,MZPU
